set,clip,tier,scenario,motion,n_fires,false_fires,car_lead,car_oracle
val,fold2_room1_mix238,safe,normal,static,1,0,2.110000000000001,3.0100000000000007
val,fold2_room1_mix239,safe,normal,static,3,0,6.529999999999999,7.53
val,fold2_room1_mix240,safe,normal,walk,4,0,6.84,7.74
val,fold2_room1_mix241,safe,normal,walk,1,0,4.27,4.87
val,fold2_room1_mix242,critical,normal,static,2,0,4.17,4.7700000000000005
val,fold2_room1_mix243,critical,normal,static,1,0,2.8600000000000003,3.66
val,fold2_room1_mix244,caution,normal,walk,3,0,3.619999999999999,4.819999999999999
val,fold2_room1_mix245,safe,normal,walk,2,0,6.49,7.390000000000001
val,fold2_room1_mix246,safe,normal,walk,6,0,7.77,8.67
val,fold2_room1_mix247,safe,normal,static,4,0,,1.7700000000000005
val,fold2_room1_mix248,caution,normal,walk,4,0,6.529999999999999,7.43
val,fold2_room1_mix249,critical,normal,walk,1,0,0.8099999999999996,1.71
val,fold2_room1_mix250,safe,normal,static,4,0,6.6899999999999995,7.59
val,fold2_room1_mix251,caution,normal,static,1,0,1.049999999999999,2.049999999999999
val,fold2_room1_mix252,caution,normal,static,4,0,6.529999999999999,7.53
val,fold2_room1_mix253,critical,normal,walk,3,0,1.83,2.73
val,fold2_room1_mix254,caution,normal,static,1,0,5.529999999999999,6.43
val,fold2_room1_mix255,safe,normal,static,2,0,6.3,7.3
val,fold2_room1_mix256,critical,normal,static,7,0,6.359999999999999,7.06
val,fold2_room1_mix257,safe,normal,static,3,0,0.8600000000000003,1.6600000000000001
val,fold2_room1_mix258,safe,normal,static,3,0,6.6,7.6000000000000005
val,fold2_room1_mix259,caution,normal,walk,4,0,2.8400000000000007,3.6400000000000006
val,fold2_room1_mix260,safe,normal,walk,4,0,2.5900000000000007,3.0900000000000007
val,fold2_room1_mix261,safe,normal,static,2,0,1.6800000000000006,3.1800000000000006
val,fold2_room1_mix262,safe,normal,walk,4,0,5.4399999999999995,6.34
val,fold2_room1_mix263,caution,normal,static,3,0,7.460000000000001,8.360000000000001
val,fold2_room1_mix264,caution,normal,static,7,0,1.71,2.51
val,fold2_room1_mix265,caution,normal,static,1,0,3.0300000000000002,4.03
val,fold2_room1_mix266,safe,normal,walk,4,0,6.02,6.92
val,fold2_room1_mix267,caution,normal,static,5,0,2.5699999999999994,3.1699999999999995
val,fold2_room1_mix268,safe,normal,static,2,0,7.300000000000001,8.200000000000001
val,fold2_room1_mix269,caution,normal,walk,4,0,6.14,7.14
val,fold2_room1_mix270,critical,normal,walk,5,0,3.1800000000000006,3.9800000000000004
val,fold2_room1_mix271,safe,normal,static,4,0,1.3099999999999996,2.41
val,fold2_room1_mix272,critical,normal,static,2,0,7.280000000000001,8.180000000000001
val,fold2_room1_mix273,caution,normal,static,1,0,5.63,6.53
val,fold2_room1_mix274,caution,normal,static,7,0,7.27,8.17
val,fold2_room1_mix275,critical,normal,static,2,0,0.5999999999999996,1.3999999999999995
val,fold2_room1_mix276,safe,normal,static,8,0,5.55,6.55
val,fold2_room1_mix277,critical,normal,static,1,0,4.84,5.640000000000001
val,fold2_room1_mix278,critical,normal,walk,4,0,6.86,7.760000000000001
val,fold2_room1_mix279,caution,normal,walk,2,0,7.550000000000001,8.55
val,fold2_room1_mix280,caution,normal,static,4,0,6.76,7.760000000000001
val,fold2_room1_mix281,safe,normal,walk,3,0,,1.1000000000000005
val,fold2_room1_mix282,safe,normal,static,2,0,6.3999999999999995,7.3999999999999995
val,fold2_room1_mix283,safe,normal,walk,3,0,6.970000000000001,7.87
val,fold2_room1_mix284,safe,normal,static,1,0,1.1500000000000004,2.05
val,fold2_room1_mix285,critical,normal,walk,1,0,2.1000000000000005,2.9000000000000004
val,fold2_room1_mix286,safe,normal,walk,3,0,1.79,2.6900000000000004
val,fold2_room1_mix287,safe,normal,static,1,0,3.4400000000000004,4.34
val,fold2_room1_mix288,safe,normal,walk,6,0,6.07,7.07
val,fold2_room1_mix289,critical,normal,static,2,0,5.47,6.37
val,fold2_room1_mix290,safe,normal,walk,4,0,2.5599999999999996,3.36
val,fold2_room1_mix291,caution,normal,static,5,0,7.99,8.89
val,fold2_room1_mix292,caution,normal,walk,4,0,5.119999999999999,6.02
val,fold2_room1_mix293,caution,normal,walk,5,0,2.3000000000000007,3.2
val,fold2_room1_mix294,critical,normal,walk,3,0,5.46,6.36
val,fold2_room1_mix295,safe,normal,walk,1,0,1.6100000000000003,2.3100000000000005
val,fold2_room1_mix296,safe,normal,static,3,0,6.13,7.03
val,fold2_room1_mix297,caution,normal,static,4,0,7.08,7.9799999999999995
val,fold2_room1_mix298,critical,normal,static,1,0,4.449999999999999,5.55
val,fold2_room1_mix299,safe,normal,walk,2,0,1.7400000000000002,2.4400000000000004
val,fold2_room1_mix300,caution,normal,static,6,0,4.4799999999999995,5.279999999999999
val,fold2_room1_mix301,critical,normal,walk,7,0,5.9,6.9
val,fold2_room1_mix302,caution,normal,walk,1,0,1.17,1.87
val,fold2_room1_mix303,critical,normal,walk,4,0,0.9000000000000004,2.1000000000000005
val,fold2_room1_mix304,safe,normal,static,0,0,,1.25
val,fold2_room1_mix305,caution,normal,static,3,0,5.289999999999999,6.29
val,fold2_room1_mix306,caution,normal,static,1,0,1.6399999999999997,2.34
val,fold2_room1_mix307,caution,normal,walk,5,0,6.01,6.91
val,fold2_room1_mix308,safe,normal,static,2,0,,1.5899999999999999
val,fold2_room1_mix309,safe,normal,static,3,0,4.23,4.630000000000001
val,fold2_room1_mix310,safe,normal,walk,5,0,6.970000000000001,7.87
val,fold2_room1_mix311,safe,normal,walk,0,0,,
val,fold2_room1_mix312,safe,normal,static,2,0,6.42,7.42
val,fold2_room1_mix313,caution,normal,walk,3,0,7.220000000000001,8.120000000000001
val,fold2_room1_mix314,safe,normal,walk,7,0,4.7,6.2
val,fold2_room1_mix315,caution,normal,walk,4,0,4.98,5.380000000000001
val,fold2_room1_mix316,safe,normal,walk,0,0,,0.7699999999999996
val,fold2_room1_mix317,critical,normal,static,1,0,5.12,6.0200000000000005
val,fold2_room1_mix318,caution,normal,walk,2,0,5.09,5.99
val,fold2_room1_mix319,safe,normal,static,3,0,6.07,7.57
val,fold2_room1_mix320,critical,normal,walk,4,0,4.970000000000001,5.87
val,fold2_room1_mix321,safe,normal,static,1,0,3.2699999999999996,3.4699999999999998
val,fold2_room1_mix322,safe,normal,walk,4,0,6.99,7.890000000000001
val,fold2_room1_mix323,caution,normal,static,5,0,5.46,6.36
val,fold2_room1_mix324,caution,normal,static,1,0,5.48,6.380000000000001
val,fold2_room1_mix325,caution,normal,static,4,0,1.4099999999999993,2.21
val,fold2_room1_mix326,safe,normal,static,5,0,5.779999999999999,6.4799999999999995
val,fold2_room1_mix327,safe,normal,static,2,0,3.0,4.5
val,fold2_room1_mix328,safe,normal,static,3,0,6.4,7.3
val,fold2_room1_mix329,critical,normal,walk,2,0,6.07,6.97
val,fold2_room1_mix330,caution,normal,static,5,0,7.24,8.14
val,fold2_room1_mix331,critical,normal,static,5,0,6.699999999999999,7.7
val,fold2_room1_mix332,caution,normal,walk,5,0,5.65,6.550000000000001
val,fold2_room1_mix333,critical,normal,static,3,0,,1.910000000000001
val,fold2_room1_mix334,critical,normal,walk,8,0,5.42,6.42
val,fold2_room1_mix335,critical,normal,static,1,0,3.84,5.140000000000001
val,fold2_room1_mix336,critical,normal,walk,3,0,2.17,3.0700000000000003
val,fold2_room1_mix337,safe,normal,walk,4,0,3.7100000000000004,5.210000000000001
val,fold2_room1_mix338,safe,normal,static,4,0,6.52,7.42
val,fold2_room1_mix339,safe,normal,static,0,0,,1.5100000000000007
val,fold2_room1_mix340,safe,normal,static,3,0,2.33,2.9299999999999997
val,fold2_room1_mix341,critical,normal,walk,2,0,6.48,7.38
val,fold2_room1_mix342,caution,normal,walk,5,0,5.06,6.06
val,fold2_room1_mix343,safe,normal,static,4,0,6.49,7.49
val,fold2_room1_mix344,safe,normal,walk,4,0,5.97,6.57
val,fold2_room1_mix345,critical,normal,walk,2,0,7.93,8.83
val,fold2_room1_mix346,caution,normal,static,1,0,4.17,4.87
val,fold2_room1_mix347,caution,normal,walk,5,0,6.41,7.41
val,fold2_room1_mix348,safe,normal,static,5,0,7.630000000000001,8.63
val,fold2_room1_mix349,critical,normal,walk,5,0,7.85,8.649999999999999
val,fold2_room1_mix350,caution,normal,walk,4,0,7.459999999999999,8.459999999999999
val,fold2_room1_mix351,safe,normal,walk,3,0,4.78,5.58
val,fold2_room1_mix352,critical,normal,walk,5,0,6.46,7.36
val,fold2_room1_mix353,caution,normal,walk,1,0,0.9700000000000006,1.6700000000000008
val,fold2_room1_mix354,caution,normal,static,2,0,2.7399999999999993,4.239999999999999
val,fold2_room1_mix355,safe,normal,walk,1,0,1.3399999999999999,2.34
val,fold2_room1_mix356,caution,normal,static,2,0,7.66,8.66
val,fold2_room1_mix357,caution,normal,walk,1,0,4.12,4.720000000000001
val,fold2_room1_mix358,caution,normal,walk,4,0,3.09,4.79
val,fold2_room1_mix359,critical,normal,static,3,0,7.0600000000000005,7.96
val,fold2_room1_mix360,critical,normal,static,4,0,2.8400000000000007,3.4400000000000004
val,fold2_room1_mix361,caution,normal,static,4,0,5.29,6.19
val,fold2_room1_mix362,safe,normal,static,6,0,6.35,7.25
val,fold2_room1_mix363,caution,normal,static,2,0,6.81,7.81
val,fold2_room1_mix364,caution,normal,walk,1,0,4.210000000000001,5.3100000000000005
val,fold2_room1_mix365,caution,normal,static,4,0,6.859999999999999,7.76
val,fold2_room1_mix366,safe,normal,walk,3,0,7.66,8.56
val,fold2_room1_mix367,safe,normal,walk,4,0,1.9499999999999993,2.8499999999999996
val,fold2_room1_mix368,critical,normal,static,4,0,-1.2999999999999998,2.2
val,fold2_room1_mix369,caution,normal,static,3,0,6.630000000000001,7.630000000000001
val,fold2_room1_mix370,critical,normal,walk,3,0,5.640000000000001,6.54
val,fold2_room1_mix371,safe,normal,walk,4,0,0.7299999999999995,
val,fold2_room1_mix372,caution,normal,static,1,0,3.5599999999999996,4.16
