type,a,b,c,d
scene,arterial,static,0.0,0.000
map,1,,,,,,
poi,87.3,66.6,crossing,,,,
poi,92.0,68.6,signal,,,,
poi,90.9,75.0,crossing,,,,
poi,94.0,61.9,crossing,,,,
poi,-17.2,-16.0,gate,,,,
poi,-6.3,0.9,crossing,,,,
poi,-62.7,-7.2,gate,,,,
poi,8.6,8.8,crossing,,,,
poi,17.0,-3.4,gate,,,,
road,-350.3,152.4,-302.8,132.5,2.0,cycleway,
road,-302.8,132.5,-252.6,112.7,2.0,cycleway,
road,-252.6,112.7,-222.7,101.8,2.0,cycleway,
road,-222.7,101.8,-194.1,92.2,2.0,cycleway,
road,-194.1,92.2,-176.5,87.3,2.0,cycleway,
road,-176.5,87.3,-144.4,80.1,2.0,cycleway,
road,-144.4,80.1,-130.5,77.6,2.0,cycleway,
road,-130.5,77.6,-120.5,76.5,2.0,cycleway,
road,-120.5,76.5,-110.9,76.7,2.0,cycleway,
road,-110.9,76.7,-103.5,77.3,2.0,cycleway,
road,-103.5,77.3,-92.5,78.7,2.0,cycleway,
road,-92.5,78.7,-78.9,80.3,2.0,cycleway,
road,32.6,101.9,47.0,73.9,1.5,steps,
water,2443.9,1041.7,2439.9,1020.1,3.0,,
water,2439.9,1020.1,2427.5,1001.5,3.0,,
water,2427.5,1001.5,2406.6,980.3,3.0,,
water,2406.6,980.3,2389.1,961.1,3.0,,
water,2389.1,961.1,2342.7,908.6,3.0,,
water,2342.7,908.6,2314.8,880.8,3.0,,
water,2314.8,880.8,2288.2,858.4,3.0,,
water,2288.2,858.4,2265.0,842.7,3.0,,
water,2265.0,842.7,2196.4,797.1,3.0,,
water,2196.4,797.1,2180.3,783.7,3.0,,
water,2180.3,783.7,2136.7,755.1,3.0,,
water,2136.7,755.1,2114.0,745.1,3.0,,
water,2114.0,745.1,2056.6,707.1,3.0,,
water,2056.6,707.1,2007.4,669.1,3.0,,
water,2007.4,669.1,1915.3,606.3,3.0,,
water,1915.3,606.3,1857.6,563.0,3.0,,
water,1857.6,563.0,1791.1,524.1,3.0,,
water,1791.1,524.1,1738.3,486.8,3.0,,
water,1738.3,486.8,1688.1,452.5,3.0,,
water,1688.1,452.5,1575.3,379.0,3.0,,
water,1575.3,379.0,1542.8,359.2,3.0,,
water,1542.8,359.2,1477.8,327.7,3.0,,
water,1477.8,327.7,1467.9,323.9,3.0,,
water,1467.9,323.9,1458.6,320.8,3.0,,
water,1458.6,320.8,1448.8,319.0,3.0,,
water,1448.8,319.0,1425.1,314.4,3.0,,
water,1425.1,314.4,1382.4,302.7,3.0,,
water,1382.4,302.7,1366.9,298.8,3.0,,
water,1366.9,298.8,1336.2,296.4,3.0,,
water,1336.2,296.4,1266.8,294.6,3.0,,
water,1266.8,294.6,1204.0,293.4,3.0,,
water,1204.0,293.4,1147.4,296.7,3.0,,
water,1147.4,296.7,1095.6,296.7,3.0,,
water,1095.6,296.7,1028.4,298.7,3.0,,
water,1028.4,298.7,961.4,303.3,3.0,,
water,961.4,303.3,919.8,308.4,3.0,,
water,919.8,308.4,850.2,311.0,3.0,,
water,850.2,311.0,747.2,317.8,3.0,,
water,747.2,317.8,703.4,315.9,3.0,,
water,703.4,315.9,650.2,310.3,3.0,,
water,650.2,310.3,581.3,301.6,3.0,,
water,581.3,301.6,532.4,289.7,3.0,,
water,532.4,289.7,473.2,274.3,3.0,,
water,473.2,274.3,429.2,257.3,3.0,,
water,429.2,257.3,397.6,243.6,3.0,,
water,397.6,243.6,396.6,244.1,3.0,,
water,396.6,244.1,374.2,237.5,3.0,,
water,374.2,237.5,373.3,236.1,3.0,,
water,373.3,236.1,317.6,220.2,3.0,,
water,317.6,220.2,287.2,213.1,3.0,,
water,287.2,213.1,219.9,197.1,3.0,,
water,219.9,197.1,218.2,196.6,3.0,,
water,218.2,196.6,192.0,189.7,3.0,,
water,192.0,189.7,150.3,179.2,3.0,,
water,150.3,179.2,101.8,169.0,3.0,,
