t_s,obj,class,az_deg,dist_m,vis
4.2,2,train,5.4,50.25,1
4.3,2,train,5.6,48.59,1
4.4,2,train,5.8,46.93,1
4.5,2,train,6.0,45.28,1
4.6,2,train,6.3,43.62,1
4.7,2,train,6.5,41.97,1
4.8,2,train,6.8,40.31,1
4.9,2,train,7.1,38.66,1
5.0,2,train,7.4,37.01,1
5.1,2,train,7.7,35.36,1
5.2,2,train,8.1,33.71,1
5.3,2,train,8.5,32.06,1
5.4,2,train,9.0,30.41,1
5.5,2,train,9.5,28.77,1
5.6,2,train,10.1,27.13,1
5.7,2,train,10.8,25.50,1
5.8,2,train,11.5,23.86,1
5.9,2,train,12.4,22.24,1
6.0,2,train,13.4,20.62,1
6.1,2,train,14.5,19.00,1
6.2,2,train,15.9,17.40,1
6.3,2,train,17.6,15.81,1
6.4,2,train,19.6,14.24,1
6.5,2,train,22.1,12.69,1
6.6,2,train,25.3,11.18,1
6.7,2,train,29.5,9.72,1
6.8,2,train,35.2,8.33,1
6.9,2,train,43.0,7.07,1
7.0,2,train,54.0,6.01,1
7.1,2,train,68.9,5.27,1
7.2,2,train,87.2,5.00,1
7.3,2,train,105.8,5.27,1
7.4,2,train,121.4,6.01,1
7.5,2,train,133.0,7.07,1
7.6,2,train,141.5,8.33,1
7.7,2,train,147.6,9.72,1
7.8,2,train,152.2,11.18,1
7.9,2,train,155.7,12.69,1
8.0,2,train,158.5,14.24,1
8.1,2,train,160.7,15.81,1
8.2,2,train,162.5,17.40,1
8.3,2,train,164.0,19.00,1
8.4,2,train,165.3,20.62,1
8.5,2,train,166.4,22.24,1
8.6,2,train,167.3,23.86,1
8.7,2,train,168.1,25.50,1
8.8,2,train,168.9,27.13,1
8.9,2,train,169.5,28.77,1
9.0,2,train,170.1,30.41,1
9.1,2,train,170.6,32.06,1
9.2,2,train,171.1,33.71,1
9.3,2,train,171.5,35.36,1
9.4,2,train,171.9,37.01,1
9.5,2,train,172.2,38.66,1
9.6,2,train,172.5,40.31,1
9.7,2,train,172.8,41.97,1
9.8,2,train,173.1,43.62,1
9.9,2,train,173.4,45.28,1
